Fecha,Hora,Variable,Valor,Unidad,Lugar
42755,5,Velocidad registrada,3.4,m/s,Cartagena
42755,6,Velocidad registrada,3.77,m/s,Cartagena
42755,7,Velocidad registrada,3.2,m/s,Cartagena
42755,8,Velocidad registrada,3.1,m/s,Cartagena
42755,9,Velocidad registrada,2.86,m/s,Cartagena
42755,10,Velocidad registrada,2.72,m/s,Cartagena
42755,11,Velocidad registrada,3.03,m/s,Cartagena
42755,12,Velocidad registrada,3.46,m/s,Cartagena
42755,13,Velocidad registrada,3.91,m/s,Cartagena
42755,14,Velocidad registrada,4.77,m/s,Cartagena
42755,15,Velocidad registrada,4.82,m/s,Cartagena
42755,16,Velocidad registrada,4.74,m/s,Cartagena
42755,17,Velocidad registrada,4.67,m/s,Cartagena
42755,18,Velocidad registrada,4.22,m/s,Cartagena
42755,19,Velocidad registrada,4.25,m/s,Cartagena
42755,20,Velocidad registrada,4.43,m/s,Cartagena
42755,21,Velocidad registrada,4.11,m/s,Cartagena
42755,22,Velocidad registrada,4.2,m/s,Cartagena
42755,23,Velocidad registrada,3.69,m/s,Cartagena
42756,0,Velocidad registrada,4.09,m/s,Cartagena
42756,1,Velocidad registrada,3.92,m/s,Cartagena
42756,2,Velocidad registrada,3.53,m/s,Cartagena
42756,3,Velocidad registrada,3.41,m/s,Cartagena
42756,4,Velocidad registrada,2.84,m/s,Cartagena
42756,5,Velocidad registrada,3.78,m/s,Cartagena
42756,6,Velocidad registrada,3.91,m/s,Cartagena
42756,7,Velocidad registrada,4.14,m/s,Cartagena
42756,8,Velocidad registrada,4.18,m/s,Cartagena
42756,9,Velocidad registrada,4.43,m/s,Cartagena
42756,10,Velocidad registrada,4.42,m/s,Cartagena
42756,11,Velocidad registrada,4.18,m/s,Cartagena
42756,12,Velocidad registrada,4.59,m/s,Cartagena
42756,13,Velocidad registrada,4.84,m/s,Cartagena
42756,14,Velocidad registrada,4.94,m/s,Cartagena
42756,15,Velocidad registrada,4.7,m/s,Cartagena
42756,16,Velocidad registrada,4.93,m/s,Cartagena
42756,17,Velocidad registrada,4.88,m/s,Cartagena
42756,18,Velocidad registrada,4.77,m/s,Cartagena
42756,19,Velocidad registrada,4.74,m/s,Cartagena
42756,20,Velocidad registrada,4.64,m/s,Cartagena
42756,21,Velocidad registrada,5.17,m/s,Cartagena
42756,22,Velocidad registrada,5.47,m/s,Cartagena
42756,23,Velocidad registrada,5.94,m/s,Cartagena
42757,0,Velocidad registrada,6.32,m/s,Cartagena
42757,1,Velocidad registrada,6.43,m/s,Cartagena
42757,2,Velocidad registrada,6.44,m/s,Cartagena
42757,3,Velocidad registrada,6.33,m/s,Cartagena
42757,4,Velocidad registrada,5.88,m/s,Cartagena
42757,5,Velocidad registrada,5.65,m/s,Cartagena
42757,6,Velocidad registrada,5.03,m/s,Cartagena
42757,7,Velocidad registrada,5.07,m/s,Cartagena
42757,8,Velocidad registrada,5.51,m/s,Cartagena
42757,9,Velocidad registrada,5.72,m/s,Cartagena
42757,10,Velocidad registrada,4.68,m/s,Cartagena
42757,11,Velocidad registrada,4.24,m/s,Cartagena
42757,12,Velocidad registrada,3.94,m/s,Cartagena
42757,13,Velocidad registrada,4.22,m/s,Cartagena
42757,14,Velocidad registrada,4.44,m/s,Cartagena
42757,15,Velocidad registrada,4.78,m/s,Cartagena
42757,16,Velocidad registrada,4.4,m/s,Cartagena
42757,17,Velocidad registrada,4.61,m/s,Cartagena
42757,18,Velocidad registrada,5.07,m/s,Cartagena
42757,19,Velocidad registrada,5.45,m/s,Cartagena
42757,20,Velocidad registrada,5.88,m/s,Cartagena
42757,21,Velocidad registrada,6.05,m/s,Cartagena
42757,22,Velocidad registrada,6,m/s,Cartagena
42757,23,Velocidad registrada,5.85,m/s,Cartagena
42758,0,Velocidad registrada,6.08,m/s,Cartagena
42758,1,Velocidad registrada,5.67,m/s,Cartagena
42758,2,Velocidad registrada,5.34,m/s,Cartagena
42758,3,Velocidad registrada,4.95,m/s,Cartagena
42758,4,Velocidad registrada,4.46,m/s,Cartagena
42758,5,Velocidad registrada,4.6,m/s,Cartagena
42758,6,Velocidad registrada,4.48,m/s,Cartagena
42758,7,Velocidad registrada,4.28,m/s,Cartagena
42758,8,Velocidad registrada,3.48,m/s,Cartagena
42758,9,Velocidad registrada,3.32,m/s,Cartagena
42758,10,Velocidad registrada,4.56,m/s,Cartagena
42758,11,Velocidad registrada,4.36,m/s,Cartagena
42758,12,Velocidad registrada,4.04,m/s,Cartagena
42758,13,Velocidad registrada,3.94,m/s,Cartagena
42758,14,Velocidad registrada,3.71,m/s,Cartagena
42758,15,Velocidad registrada,3.22,m/s,Cartagena
42758,16,Velocidad registrada,1.03,m/s,Cartagena
42758,17,Velocidad registrada,1.22,m/s,Cartagena
42758,18,Velocidad registrada,2.26,m/s,Cartagena
42758,19,Velocidad registrada,1.55,m/s,Cartagena
42758,20,Velocidad registrada,0.58,m/s,Cartagena
42758,21,Velocidad registrada,1.32,m/s,Cartagena
42758,22,Velocidad registrada,1.51,m/s,Cartagena
42758,23,Velocidad registrada,1.5,m/s,Cartagena
42759,0,Velocidad registrada,2.28,m/s,Cartagena
42759,1,Velocidad registrada,1.94,m/s,Cartagena
42759,2,Velocidad registrada,0.55,m/s,Cartagena
42759,3,Velocidad registrada,0.33,m/s,Cartagena
42759,4,Velocidad registrada,1.08,m/s,Cartagena
42759,5,Velocidad registrada,1.31,m/s,Cartagena
42759,6,Velocidad registrada,1.01,m/s,Cartagena
42759,7,Velocidad registrada,1.03,m/s,Cartagena
42759,8,Velocidad registrada,1.13,m/s,Cartagena
42759,9,Velocidad registrada,1.18,m/s,Cartagena
42759,10,Velocidad registrada,1.17,m/s,Cartagena
42759,11,Velocidad registrada,1.2,m/s,Cartagena
42759,12,Velocidad registrada,1.76,m/s,Cartagena
42759,13,Velocidad registrada,4.01,m/s,Cartagena
42759,14,Velocidad registrada,3.83,m/s,Cartagena
42759,15,Velocidad registrada,4.8,m/s,Cartagena
42759,16,Velocidad registrada,5.58,m/s,Cartagena
42759,17,Velocidad registrada,6.2,m/s,Cartagena
42759,18,Velocidad registrada,5.89,m/s,Cartagena
42759,19,Velocidad registrada,6.21,m/s,Cartagena
42759,20,Velocidad registrada,6.69,m/s,Cartagena
42759,21,Velocidad registrada,6.25,m/s,Cartagena
42759,22,Velocidad registrada,5.02,m/s,Cartagena
42759,23,Velocidad registrada,4.48,m/s,Cartagena
42760,0,Velocidad registrada,4.39,m/s,Cartagena
42760,1,Velocidad registrada,3.31,m/s,Cartagena
42760,2,Velocidad registrada,4.63,m/s,Cartagena
42760,3,Velocidad registrada,4.85,m/s,Cartagena
42760,4,Velocidad registrada,4.92,m/s,Cartagena
42760,5,Velocidad registrada,5.23,m/s,Cartagena
42760,6,Velocidad registrada,6.04,m/s,Cartagena
42760,7,Velocidad registrada,6.09,m/s,Cartagena
42760,8,Velocidad registrada,5.69,m/s,Cartagena
42760,9,Velocidad registrada,5.08,m/s,Cartagena
42760,10,Velocidad registrada,5.17,m/s,Cartagena
42760,11,Velocidad registrada,4.71,m/s,Cartagena
42760,12,Velocidad registrada,5.19,m/s,Cartagena
42760,13,Velocidad registrada,5.2,m/s,Cartagena
42760,14,Velocidad registrada,5.23,m/s,Cartagena
42760,15,Velocidad registrada,5.55,m/s,Cartagena
42760,16,Velocidad registrada,5.8,m/s,Cartagena
42760,17,Velocidad registrada,5.86,m/s,Cartagena
42760,18,Velocidad registrada,6.08,m/s,Cartagena
42760,19,Velocidad registrada,6.2,m/s,Cartagena
42760,20,Velocidad registrada,6.57,m/s,Cartagena
42760,21,Velocidad registrada,5.69,m/s,Cartagena
42760,22,Velocidad registrada,5.1,m/s,Cartagena
42760,23,Velocidad registrada,4.16,m/s,Cartagena
42761,0,Velocidad registrada,4.06,m/s,Cartagena
42761,1,Velocidad registrada,2.99,m/s,Cartagena
42761,2,Velocidad registrada,3.61,m/s,Cartagena
42761,3,Velocidad registrada,4.2,m/s,Cartagena
42761,4,Velocidad registrada,3.46,m/s,Cartagena
42761,5,Velocidad registrada,3.99,m/s,Cartagena
42761,6,Velocidad registrada,3.97,m/s,Cartagena
42761,7,Velocidad registrada,4.19,m/s,Cartagena
42761,8,Velocidad registrada,4.28,m/s,Cartagena
42761,9,Velocidad registrada,4.45,m/s,Cartagena
42761,10,Velocidad registrada,4.62,m/s,Cartagena
42761,11,Velocidad registrada,4.77,m/s,Cartagena
42761,12,Velocidad registrada,4.23,m/s,Cartagena
42761,13,Velocidad registrada,3.85,m/s,Cartagena
42761,14,Velocidad registrada,2.75,m/s,Cartagena
42761,15,Velocidad registrada,3.6,m/s,Cartagena
42761,16,Velocidad registrada,4.25,m/s,Cartagena
42761,17,Velocidad registrada,4.43,m/s,Cartagena
42761,18,Velocidad registrada,4.56,m/s,Cartagena
42761,19,Velocidad registrada,5.29,m/s,Cartagena
42761,20,Velocidad registrada,5.43,m/s,Cartagena
42761,21,Velocidad registrada,5.35,m/s,Cartagena
42761,22,Velocidad registrada,5.76,m/s,Cartagena
42761,23,Velocidad registrada,4.94,m/s,Cartagena
42762,0,Velocidad registrada,4.42,m/s,Cartagena
42762,1,Velocidad registrada,4.01,m/s,Cartagena
42762,2,Velocidad registrada,4.56,m/s,Cartagena
42762,3,Velocidad registrada,4.25,m/s,Cartagena
42762,4,Velocidad registrada,4.58,m/s,Cartagena
42762,5,Velocidad registrada,4.72,m/s,Cartagena
42762,6,Velocidad registrada,4.82,m/s,Cartagena
42762,7,Velocidad registrada,5.18,m/s,Cartagena
42762,8,Velocidad registrada,5.55,m/s,Cartagena
42762,9,Velocidad registrada,5.84,m/s,Cartagena
42762,10,Velocidad registrada,5.79,m/s,Cartagena
42762,11,Velocidad registrada,6.61,m/s,Cartagena
42762,12,Velocidad registrada,7.26,m/s,Cartagena
42762,13,Velocidad registrada,7.6,m/s,Cartagena
42762,14,Velocidad registrada,8.05,m/s,Cartagena
42762,15,Velocidad registrada,7.07,m/s,Cartagena
42762,16,Velocidad registrada,7.63,m/s,Cartagena
42762,17,Velocidad registrada,7.44,m/s,Cartagena
42762,18,Velocidad registrada,7.44,m/s,Cartagena
42762,19,Velocidad registrada,7.62,m/s,Cartagena
42762,20,Velocidad registrada,7.07,m/s,Cartagena
42762,21,Velocidad registrada,6.02,m/s,Cartagena
42762,22,Velocidad registrada,5.99,m/s,Cartagena
42762,23,Velocidad registrada,6.25,m/s,Cartagena
42763,0,Velocidad registrada,5.72,m/s,Cartagena
42763,1,Velocidad registrada,5.68,m/s,Cartagena
42763,2,Velocidad registrada,5.3,m/s,Cartagena
42763,3,Velocidad registrada,5.81,m/s,Cartagena
42763,4,Velocidad registrada,5.91,m/s,Cartagena
42763,5,Velocidad registrada,5.29,m/s,Cartagena
42763,6,Velocidad registrada,5.31,m/s,Cartagena
42763,7,Velocidad registrada,5.41,m/s,Cartagena
42763,8,Velocidad registrada,5.52,m/s,Cartagena
42763,9,Velocidad registrada,5.76,m/s,Cartagena
42763,10,Velocidad registrada,5.53,m/s,Cartagena
42763,11,Velocidad registrada,5.23,m/s,Cartagena
42763,12,Velocidad registrada,5.28,m/s,Cartagena
42763,13,Velocidad registrada,5.71,m/s,Cartagena
42763,14,Velocidad registrada,5.07,m/s,Cartagena
42763,15,Velocidad registrada,6.51,m/s,Cartagena
42763,16,Velocidad registrada,4.74,m/s,Cartagena
42763,17,Velocidad registrada,3.85,m/s,Cartagena
42763,18,Velocidad registrada,4.13,m/s,Cartagena
42763,19,Velocidad registrada,5.39,m/s,Cartagena
42763,20,Velocidad registrada,4.99,m/s,Cartagena
42763,21,Velocidad registrada,5.1,m/s,Cartagena
42763,22,Velocidad registrada,3.77,m/s,Cartagena
42763,23,Velocidad registrada,3.38,m/s,Cartagena
42764,0,Velocidad registrada,4.09,m/s,Cartagena
42764,1,Velocidad registrada,2.96,m/s,Cartagena
42764,2,Velocidad registrada,3.56,m/s,Cartagena
42764,3,Velocidad registrada,5.78,m/s,Cartagena
42764,4,Velocidad registrada,4.84,m/s,Cartagena
42764,5,Velocidad registrada,3.28,m/s,Cartagena
42764,6,Velocidad registrada,4.14,m/s,Cartagena
42764,7,Velocidad registrada,4.68,m/s,Cartagena
42764,8,Velocidad registrada,5.69,m/s,Cartagena
42764,9,Velocidad registrada,4.63,m/s,Cartagena
42764,10,Velocidad registrada,4.9,m/s,Cartagena
42764,11,Velocidad registrada,6.18,m/s,Cartagena
42764,12,Velocidad registrada,6.68,m/s,Cartagena
42764,13,Velocidad registrada,6.9,m/s,Cartagena
42764,14,Velocidad registrada,7.3,m/s,Cartagena
42764,15,Velocidad registrada,6.9,m/s,Cartagena
42764,16,Velocidad registrada,6.75,m/s,Cartagena
42764,17,Velocidad registrada,6.96,m/s,Cartagena
42764,18,Velocidad registrada,6.65,m/s,Cartagena
42764,19,Velocidad registrada,6.61,m/s,Cartagena
42764,20,Velocidad registrada,6.79,m/s,Cartagena
42764,21,Velocidad registrada,6.68,m/s,Cartagena
42764,22,Velocidad registrada,6.93,m/s,Cartagena
42764,23,Velocidad registrada,6.85,m/s,Cartagena
42765,0,Velocidad registrada,7.19,m/s,Cartagena
42765,1,Velocidad registrada,6.79,m/s,Cartagena
42765,2,Velocidad registrada,6.71,m/s,Cartagena
42765,3,Velocidad registrada,6.07,m/s,Cartagena
42765,4,Velocidad registrada,6.46,m/s,Cartagena
42765,5,Velocidad registrada,6.41,m/s,Cartagena
42765,6,Velocidad registrada,5.28,m/s,Cartagena
42765,7,Velocidad registrada,5.8,m/s,Cartagena
42765,8,Velocidad registrada,7.07,m/s,Cartagena
42765,9,Velocidad registrada,7.21,m/s,Cartagena
42765,10,Velocidad registrada,7.17,m/s,Cartagena
42765,11,Velocidad registrada,7.06,m/s,Cartagena
42765,12,Velocidad registrada,7.45,m/s,Cartagena
42765,13,Velocidad registrada,8.48,m/s,Cartagena
42765,14,Velocidad registrada,7.07,m/s,Cartagena
42765,15,Velocidad registrada,8.62,m/s,Cartagena
42765,16,Velocidad registrada,8.02,m/s,Cartagena
42765,17,Velocidad registrada,7.81,m/s,Cartagena
42765,18,Velocidad registrada,7.87,m/s,Cartagena
42765,19,Velocidad registrada,7.52,m/s,Cartagena
42765,20,Velocidad registrada,7.41,m/s,Cartagena
42765,21,Velocidad registrada,7.18,m/s,Cartagena
42765,22,Velocidad registrada,6.39,m/s,Cartagena
42765,23,Velocidad registrada,8.09,m/s,Cartagena
42766,0,Velocidad registrada,7.77,m/s,Cartagena
42766,1,Velocidad registrada,7.84,m/s,Cartagena
42766,2,Velocidad registrada,7.81,m/s,Cartagena
42766,3,Velocidad registrada,7.28,m/s,Cartagena
42766,4,Velocidad registrada,7.15,m/s,Cartagena
42766,5,Velocidad registrada,6.61,m/s,Cartagena
42766,6,Velocidad registrada,6.75,m/s,Cartagena
42766,7,Velocidad registrada,7.97,m/s,Cartagena
42766,8,Velocidad registrada,7.96,m/s,Cartagena
42766,9,Velocidad registrada,7.72,m/s,Cartagena
42766,10,Velocidad registrada,7.39,m/s,Cartagena
42766,11,Velocidad registrada,7.24,m/s,Cartagena
42766,12,Velocidad registrada,7.58,m/s,Cartagena
42766,13,Velocidad registrada,7.3,m/s,Cartagena
42766,14,Velocidad registrada,7.46,m/s,Cartagena
42766,15,Velocidad registrada,7.28,m/s,Cartagena
42766,16,Velocidad registrada,7.65,m/s,Cartagena
42766,17,Velocidad registrada,7.6,m/s,Cartagena
42766,18,Velocidad registrada,7.79,m/s,Cartagena
42766,19,Velocidad registrada,7.7,m/s,Cartagena
42766,20,Velocidad registrada,7.51,m/s,Cartagena
42766,21,Velocidad registrada,7.14,m/s,Cartagena
42766,22,Velocidad registrada,7.54,m/s,Cartagena
42766,23,Velocidad registrada,7.5,m/s,Cartagena
42767,0,Velocidad registrada,6.49,m/s,Cartagena
42767,1,Velocidad registrada,7.14,m/s,Cartagena
42767,2,Velocidad registrada,7.12,m/s,Cartagena
42767,3,Velocidad registrada,6.77,m/s,Cartagena
42767,4,Velocidad registrada,24.47,m/s,Cartagena
42767,5,Velocidad registrada,23.63,m/s,Cartagena
42767,6,Velocidad registrada,6.89,m/s,Cartagena
42767,7,Velocidad registrada,6.93,m/s,Cartagena
42767,8,Velocidad registrada,6.32,m/s,Cartagena
42767,9,Velocidad registrada,6.58,m/s,Cartagena
42767,10,Velocidad registrada,6.11,m/s,Cartagena
42767,11,Velocidad registrada,6.24,m/s,Cartagena
42767,12,Velocidad registrada,6.25,m/s,Cartagena
42767,13,Velocidad registrada,6.74,m/s,Cartagena
42767,14,Velocidad registrada,6.83,m/s,Cartagena
42767,15,Velocidad registrada,7.57,m/s,Cartagena
42767,16,Velocidad registrada,7.02,m/s,Cartagena
42767,17,Velocidad registrada,7.96,m/s,Cartagena
42767,18,Velocidad registrada,7.16,m/s,Cartagena
42767,19,Velocidad registrada,7.9,m/s,Cartagena
42767,20,Velocidad registrada,7.58,m/s,Cartagena
42767,21,Velocidad registrada,7.67,m/s,Cartagena
42767,22,Velocidad registrada,7.68,m/s,Cartagena
42767,23,Velocidad registrada,7.96,m/s,Cartagena
42768,0,Velocidad registrada,8.08,m/s,Cartagena
42768,1,Velocidad registrada,8.23,m/s,Cartagena
42768,2,Velocidad registrada,7.74,m/s,Cartagena
42768,3,Velocidad registrada,7.65,m/s,Cartagena
42768,4,Velocidad registrada,7.22,m/s,Cartagena
42768,5,Velocidad registrada,6.27,m/s,Cartagena
42768,6,Velocidad registrada,7.13,m/s,Cartagena
42768,7,Velocidad registrada,7.67,m/s,Cartagena
42768,8,Velocidad registrada,7.55,m/s,Cartagena
42768,9,Velocidad registrada,7.62,m/s,Cartagena
42768,10,Velocidad registrada,7.72,m/s,Cartagena
42768,11,Velocidad registrada,7.85,m/s,Cartagena
42768,12,Velocidad registrada,8.38,m/s,Cartagena
42768,13,Velocidad registrada,7.96,m/s,Cartagena
42768,14,Velocidad registrada,6.64,m/s,Cartagena
42768,15,Velocidad registrada,7.05,m/s,Cartagena
42768,16,Velocidad registrada,6.85,m/s,Cartagena
42768,17,Velocidad registrada,7.18,m/s,Cartagena
42768,18,Velocidad registrada,7.28,m/s,Cartagena
42768,19,Velocidad registrada,7.28,m/s,Cartagena
42768,20,Velocidad registrada,7.37,m/s,Cartagena
42768,21,Velocidad registrada,7.51,m/s,Cartagena
42768,22,Velocidad registrada,7.31,m/s,Cartagena
42768,23,Velocidad registrada,7.97,m/s,Cartagena
42769,0,Velocidad registrada,6.9,m/s,Cartagena
42769,1,Velocidad registrada,6.86,m/s,Cartagena
42769,2,Velocidad registrada,6.95,m/s,Cartagena
42769,3,Velocidad registrada,7.06,m/s,Cartagena
42769,4,Velocidad registrada,7.99,m/s,Cartagena
42769,5,Velocidad registrada,6.36,m/s,Cartagena
42769,6,Velocidad registrada,4.97,m/s,Cartagena
42769,7,Velocidad registrada,6.54,m/s,Cartagena
42769,8,Velocidad registrada,6.78,m/s,Cartagena
42769,9,Velocidad registrada,6.78,m/s,Cartagena
42769,10,Velocidad registrada,7.09,m/s,Cartagena
42769,11,Velocidad registrada,6.96,m/s,Cartagena
42769,12,Velocidad registrada,6.31,m/s,Cartagena
42769,13,Velocidad registrada,6.34,m/s,Cartagena
42769,14,Velocidad registrada,5.65,m/s,Cartagena
42769,15,Velocidad registrada,5.83,m/s,Cartagena
42769,16,Velocidad registrada,6.08,m/s,Cartagena
42769,17,Velocidad registrada,5.69,m/s,Cartagena
42769,18,Velocidad registrada,5.4,m/s,Cartagena
42769,19,Velocidad registrada,5.81,m/s,Cartagena
42769,20,Velocidad registrada,5.77,m/s,Cartagena
42769,21,Velocidad registrada,6.04,m/s,Cartagena
42769,22,Velocidad registrada,5.77,m/s,Cartagena
42769,23,Velocidad registrada,5.76,m/s,Cartagena
42770,0,Velocidad registrada,5.8,m/s,Cartagena
42770,1,Velocidad registrada,5.71,m/s,Cartagena
42770,2,Velocidad registrada,6.16,m/s,Cartagena
42770,3,Velocidad registrada,6.85,m/s,Cartagena
42770,4,Velocidad registrada,6.96,m/s,Cartagena
42770,5,Velocidad registrada,7.36,m/s,Cartagena
42770,6,Velocidad registrada,7.44,m/s,Cartagena
42770,7,Velocidad registrada,7.73,m/s,Cartagena
42770,8,Velocidad registrada,7.36,m/s,Cartagena
42770,9,Velocidad registrada,7.92,m/s,Cartagena
42770,10,Velocidad registrada,7.02,m/s,Cartagena
42770,11,Velocidad registrada,6.78,m/s,Cartagena
42770,12,Velocidad registrada,7.4,m/s,Cartagena
42770,13,Velocidad registrada,7.11,m/s,Cartagena
42770,14,Velocidad registrada,7.67,m/s,Cartagena
42770,15,Velocidad registrada,7.45,m/s,Cartagena
42770,16,Velocidad registrada,8.05,m/s,Cartagena
42770,17,Velocidad registrada,7.48,m/s,Cartagena
42770,18,Velocidad registrada,7.99,m/s,Cartagena
42770,19,Velocidad registrada,7.2,m/s,Cartagena
42770,20,Velocidad registrada,6.86,m/s,Cartagena
42770,21,Velocidad registrada,8.39,m/s,Cartagena
42770,22,Velocidad registrada,6.99,m/s,Cartagena
42770,23,Velocidad registrada,8.37,m/s,Cartagena
42771,0,Velocidad registrada,7.87,m/s,Cartagena
42771,1,Velocidad registrada,6.94,m/s,Cartagena
42771,2,Velocidad registrada,8.72,m/s,Cartagena
42771,3,Velocidad registrada,7.87,m/s,Cartagena
42771,4,Velocidad registrada,7.63,m/s,Cartagena
42771,5,Velocidad registrada,8.62,m/s,Cartagena
42771,6,Velocidad registrada,7.16,m/s,Cartagena
42771,7,Velocidad registrada,6.78,m/s,Cartagena
42771,8,Velocidad registrada,6.2,m/s,Cartagena
42771,9,Velocidad registrada,6.68,m/s,Cartagena
42771,10,Velocidad registrada,6.02,m/s,Cartagena
42771,11,Velocidad registrada,6.39,m/s,Cartagena
42771,12,Velocidad registrada,7.06,m/s,Cartagena
42771,13,Velocidad registrada,7.54,m/s,Cartagena
42771,14,Velocidad registrada,7.28,m/s,Cartagena
42771,15,Velocidad registrada,7.48,m/s,Cartagena
42771,16,Velocidad registrada,7.55,m/s,Cartagena
42771,17,Velocidad registrada,7.74,m/s,Cartagena
42771,18,Velocidad registrada,8.05,m/s,Cartagena
42771,19,Velocidad registrada,8.46,m/s,Cartagena
42771,20,Velocidad registrada,8.59,m/s,Cartagena
42771,21,Velocidad registrada,8.52,m/s,Cartagena
42771,22,Velocidad registrada,8.1,m/s,Cartagena
42771,23,Velocidad registrada,7.67,m/s,Cartagena
42772,0,Velocidad registrada,7.99,m/s,Cartagena
42772,1,Velocidad registrada,7.83,m/s,Cartagena
42772,2,Velocidad registrada,7.42,m/s,Cartagena
42772,3,Velocidad registrada,7.28,m/s,Cartagena
42772,4,Velocidad registrada,7.08,m/s,Cartagena
42772,5,Velocidad registrada,6.5,m/s,Cartagena
42772,6,Velocidad registrada,6.25,m/s,Cartagena
42772,7,Velocidad registrada,6.87,m/s,Cartagena
42772,8,Velocidad registrada,6.19,m/s,Cartagena
42772,9,Velocidad registrada,6.32,m/s,Cartagena
42772,10,Velocidad registrada,6.42,m/s,Cartagena
42772,11,Velocidad registrada,7,m/s,Cartagena
42772,12,Velocidad registrada,7.28,m/s,Cartagena
42772,13,Velocidad registrada,7.15,m/s,Cartagena
42772,14,Velocidad registrada,7.58,m/s,Cartagena
42772,15,Velocidad registrada,7.19,m/s,Cartagena
42772,16,Velocidad registrada,6.99,m/s,Cartagena
42772,17,Velocidad registrada,6.95,m/s,Cartagena
42772,18,Velocidad registrada,6.89,m/s,Cartagena
42772,19,Velocidad registrada,6.67,m/s,Cartagena
42772,20,Velocidad registrada,7.62,m/s,Cartagena
42772,21,Velocidad registrada,7.35,m/s,Cartagena
42772,22,Velocidad registrada,7.5,m/s,Cartagena
42772,23,Velocidad registrada,6.68,m/s,Cartagena
42773,0,Velocidad registrada,7.23,m/s,Cartagena
42773,1,Velocidad registrada,7.07,m/s,Cartagena
42773,2,Velocidad registrada,7.05,m/s,Cartagena
42773,3,Velocidad registrada,6.84,m/s,Cartagena
42773,4,Velocidad registrada,6.83,m/s,Cartagena
42773,5,Velocidad registrada,6.14,m/s,Cartagena
42773,6,Velocidad registrada,5.93,m/s,Cartagena
42773,7,Velocidad registrada,6.19,m/s,Cartagena
42773,8,Velocidad registrada,6.03,m/s,Cartagena
42773,9,Velocidad registrada,5.82,m/s,Cartagena
42773,10,Velocidad registrada,6.8,m/s,Cartagena
42773,11,Velocidad registrada,6.43,m/s,Cartagena
42773,12,Velocidad registrada,5.83,m/s,Cartagena
42773,13,Velocidad registrada,5.71,m/s,Cartagena
42773,14,Velocidad registrada,6.21,m/s,Cartagena
42773,15,Velocidad registrada,5.83,m/s,Cartagena
42773,16,Velocidad registrada,5.98,m/s,Cartagena
42773,17,Velocidad registrada,6.27,m/s,Cartagena
42773,18,Velocidad registrada,6.49,m/s,Cartagena
42773,19,Velocidad registrada,6.3,m/s,Cartagena
42773,20,Velocidad registrada,6.69,m/s,Cartagena
42773,21,Velocidad registrada,6.75,m/s,Cartagena
42773,22,Velocidad registrada,6.73,m/s,Cartagena
42773,23,Velocidad registrada,5.75,m/s,Cartagena
42774,0,Velocidad registrada,6.35,m/s,Cartagena
42774,1,Velocidad registrada,5.49,m/s,Cartagena
42774,2,Velocidad registrada,5.27,m/s,Cartagena
42774,3,Velocidad registrada,5.6,m/s,Cartagena
42774,4,Velocidad registrada,5.63,m/s,Cartagena
42774,5,Velocidad registrada,6.2,m/s,Cartagena
42774,6,Velocidad registrada,6.18,m/s,Cartagena
42774,7,Velocidad registrada,5.19,m/s,Cartagena
42774,8,Velocidad registrada,6.14,m/s,Cartagena
42774,9,Velocidad registrada,6.28,m/s,Cartagena
42774,10,Velocidad registrada,6.1,m/s,Cartagena
42774,11,Velocidad registrada,5.7,m/s,Cartagena
42774,12,Velocidad registrada,5.47,m/s,Cartagena
42774,13,Velocidad registrada,5.44,m/s,Cartagena
42774,14,Velocidad registrada,4.84,m/s,Cartagena
42774,15,Velocidad registrada,5.68,m/s,Cartagena
42774,16,Velocidad registrada,6.46,m/s,Cartagena
42774,17,Velocidad registrada,6.05,m/s,Cartagena
42774,18,Velocidad registrada,5.87,m/s,Cartagena
42774,19,Velocidad registrada,6.19,m/s,Cartagena
42774,20,Velocidad registrada,6.44,m/s,Cartagena
42774,21,Velocidad registrada,6.54,m/s,Cartagena
42774,22,Velocidad registrada,5.95,m/s,Cartagena
42774,23,Velocidad registrada,6.17,m/s,Cartagena
42775,0,Velocidad registrada,5.83,m/s,Cartagena
42775,1,Velocidad registrada,6.02,m/s,Cartagena
42775,2,Velocidad registrada,6.11,m/s,Cartagena
42775,3,Velocidad registrada,5.99,m/s,Cartagena
42775,4,Velocidad registrada,6,m/s,Cartagena
42775,5,Velocidad registrada,6.34,m/s,Cartagena
42775,6,Velocidad registrada,6.74,m/s,Cartagena
42775,7,Velocidad registrada,6.7,m/s,Cartagena
42775,8,Velocidad registrada,6.08,m/s,Cartagena
42775,9,Velocidad registrada,6.97,m/s,Cartagena
42775,10,Velocidad registrada,7.03,m/s,Cartagena
42775,11,Velocidad registrada,6.28,m/s,Cartagena
42775,12,Velocidad registrada,6.52,m/s,Cartagena
42775,13,Velocidad registrada,6.53,m/s,Cartagena
42775,14,Velocidad registrada,6.41,m/s,Cartagena
42775,15,Velocidad registrada,6.67,m/s,Cartagena
42775,16,Velocidad registrada,6.5,m/s,Cartagena
42775,17,Velocidad registrada,6.68,m/s,Cartagena
42775,18,Velocidad registrada,6.94,m/s,Cartagena
42775,19,Velocidad registrada,6.78,m/s,Cartagena
42775,20,Velocidad registrada,7.24,m/s,Cartagena
42775,21,Velocidad registrada,7.01,m/s,Cartagena
42775,22,Velocidad registrada,7.31,m/s,Cartagena
42775,23,Velocidad registrada,7.74,m/s,Cartagena
